filename, num_gunshots, gunshot_location (in seconds), ,,,,,,,,,,,,,,,,,,,,,
83a4c73a-d42f-4dff-9841-dd03f1c2d6e2_chan2_v0,9,1.532154195,1.75,1.92755102,2.112698413,2.289365079,2.478526077,2.661519274,2.792471655,2.981247166,,,,,,,,,,,,,,
83a4c73a-d42f-4dff-9841-dd03f1c2d6e2_chan3_v0,9,1.75,1.964829932,2.142426304,2.32739229,2.504081633,2.693492063,2.876462585,3.01031746,3.199251701,,,,,,,,,,,,,,
83a4c73a-d42f-4dff-9841-dd03f1c2d6e2_chan4_v0,8,1.75,1.96170068,2.142244898,2.32739229,2.504126984,2.693310658,2.876326531,3.199115646,,,,,,,,,,,,,,,
83a4c73a-d42f-4dff-9841-dd03f1c2d6e2_chan5_v0,9,1.535147392,1.75,1.92739229,2.112585034,2.289251701,2.478435374,2.661451247,2.795464853,2.984263039,,,,,,,,,,,,,,
83a4c73a-d42f-4dff-9841-dd03f1c2d6e2_chan6_v0,9,1.535170068,1.75,1.927437642,2.112585034,2.289229025,2.478526077,2.661473923,2.795464853,2.984240363,,,,,,,,,,,,,,
83a4c73a-d42f-4dff-9841-dd03f1c2d6e2_mean_v0,9,1.75,1.964829932,2.145351474,2.330498866,2.50414966,2.693333333,2.879319728,3.010294785,3.199092971,,,,,,,,,,,,,,
83f9faea-4b8b-4b8f-be70-99eedb0f3ac9_chan0_v0,1,1.593968254,,,,,,,,,,,,,,,,,,,,,,
83f9faea-4b8b-4b8f-be70-99eedb0f3ac9_chan1_v0,1,1.593900227,,,,,,,,,,,,,,,,,,,,,,
83f9faea-4b8b-4b8f-be70-99eedb0f3ac9_chan2_v0,1,1.593968254,,,,,,,,,,,,,,,,,,,,,,
83f9faea-4b8b-4b8f-be70-99eedb0f3ac9_chan3_v0,1,1.593945578,,,,,,,,,,,,,,,,,,,,,,
83f9faea-4b8b-4b8f-be70-99eedb0f3ac9_chan4_v0,1,1.59399093,,,,,,,,,,,,,,,,,,,,,,
83f9faea-4b8b-4b8f-be70-99eedb0f3ac9_chan5_v0,1,1.594013605,,,,,,,,,,,,,,,,,,,,,,
83f9faea-4b8b-4b8f-be70-99eedb0f3ac9_chan6_v0,1,1.593922902,,,,,,,,,,,,,,,,,,,,,,
83f9faea-4b8b-4b8f-be70-99eedb0f3ac9_mean_v0,1,1.593945578,,,,,,,,,,,,,,,,,,,,,,
85a24c95-5a49-469d-a5a1-d8ca7554b663_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
85c26437-2241-4b50-ae63-31f799d0e117_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
85c26437-2241-4b50-ae63-31f799d0e117_v1,2,1.75,3.658730159,,,,,,,,,,,,,,,,,,,,,
85c26437-2241-4b50-ae63-31f799d0e117_v2,2,1.65324263,3.495306122,,,,,,,,,,,,,,,,,,,,,
86c3ad57-152f-4ad3-ba12-21dbc35c816e_v0,2,1.67553288,3.580861678,,,,,,,,,,,,,,,,,,,,,
86c3ad57-152f-4ad3-ba12-21dbc35c816e_v1,2,1.75,3.591632653,,,,,,,,,,,,,,,,,,,,,
86c4c4a5-0374-492f-bfcd-ed9de679b68b_chan0_v0,13,1.550657596,1.75,1.909727891,2.166553288,2.324399093,2.563741497,2.893151927,3.084081633,3.280657596,3.474217687,3.673401361,3.986893424,4.398390023,,,,,,,,,,
86c4c4a5-0374-492f-bfcd-ed9de679b68b_chan1_v0,15,1.75,1.951360544,2.108707483,2.365623583,2.647414966,2.765147392,3.092630385,3.283129252,3.479931973,3.673492063,3.872562358,4.186099773,4.291927438,4.435578231,4.597823129,,,,,,,,
86c4c4a5-0374-492f-bfcd-ed9de679b68b_chan2_v0,13,1.550680272,1.75,1.909773243,2.166643991,2.324603175,2.563809524,2.893197279,3.280861678,3.474240363,3.673446712,3.986938776,4.092653061,4.398435374,,,,,,,,,,
86c4c4a5-0374-492f-bfcd-ed9de679b68b_chan3_v0,14,1.550634921,1.75,1.909727891,2.166439909,2.324421769,2.563764172,2.893174603,3.084126984,3.280680272,3.474240363,3.673265306,4.092517007,4.2361678,4.398390023,,,,,,,,,
86c4c4a5-0374-492f-bfcd-ed9de679b68b_chan4_v0,16,1.550657596,1.75,1.909727891,2.166530612,2.324376417,2.448049887,2.563741497,2.893106576,3.084217687,3.280657596,3.474195011,3.673378685,3.986870748,4.09260771,4.236122449,4.398367347,,,,,,,
86c4c4a5-0374-492f-bfcd-ed9de679b68b_chan5_v0,16,1.550702948,1.75,1.909705215,2.166553288,2.324399093,2.448095238,2.563741497,2.893174603,3.084263039,3.280680272,3.474240363,3.673401361,3.986870748,4.092494331,4.236145125,4.398390023,,,,,,,
86c4c4a5-0374-492f-bfcd-ed9de679b68b_chan6_v0,12,1.55047619,1.75,1.909614512,2.166349206,2.447891156,2.893129252,3.084104308,3.280680272,3.474285714,3.673333333,4.092380952,4.398435374,,,,,,,,,,,
86c4c4a5-0374-492f-bfcd-ed9de679b68b_mean_v0,16,1.550589569,1.75,1.909705215,2.166462585,2.324444444,2.448049887,2.563764172,2.893151927,3.084081633,3.280725624,3.474263039,3.673310658,3.986848073,4.092539683,4.236099773,4.398435374,,,,,,,
876ef573-d86e-4d46-a003-8466f4d03d7f_chan0_v0,6,1.539863946,1.75,1.963696145,2.161904762,2.359251701,2.557913832,,,,,,,,,,,,,,,,,
876ef573-d86e-4d46-a003-8466f4d03d7f_chan1_v0,6,1.539863946,1.75,1.963696145,2.161904762,2.359251701,2.557913832,,,,,,,,,,,,,,,,,
876ef573-d86e-4d46-a003-8466f4d03d7f_mean_v0,6,1.539863946,1.75,1.963696145,2.161904762,2.359251701,2.557913832,,,,,,,,,,,,,,,,,
880b3ce5-9c19-4c12-a813-b223bb4f2897_v1,1,1.722698413,,,,,,,,,,,,,,,,,,,,,,
880cac70-86c1-4369-8fce-808a92d86844_v0,1,1.66430839,,,,,,,,,,,,,,,,,,,,,,
880cac70-86c1-4369-8fce-808a92d86844_v1,1,1.713877551,,,,,,,,,,,,,,,,,,,,,,
889f15aa-9b06-472b-8a87-85434b13dc0f_chan1_v0,1,1.713061224,,,,,,,,,,,,,,,,,,,,,,
889f15aa-9b06-472b-8a87-85434b13dc0f_chan1_v1,1,1.725578231,,,,,,,,,,,,,,,,,,,,,,
889f15aa-9b06-472b-8a87-85434b13dc0f_chan1_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
889f15aa-9b06-472b-8a87-85434b13dc0f_mean_v0,1,1.623469388,,,,,,,,,,,,,,,,,,,,,,
889f15aa-9b06-472b-8a87-85434b13dc0f_mean_v1,1,1.701020408,,,,,,,,,,,,,,,,,,,,,,
889f15aa-9b06-472b-8a87-85434b13dc0f_mean_v2,1,1.740657596,,,,,,,,,,,,,,,,,,,,,,
889f15aa-9b06-472b-8a87-85434b13dc0f_mean_v3,1,1.667324263,,,,,,,,,,,,,,,,,,,,,,
894865fa-9e6a-4311-b378-142d65fadc05_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
895da372-8445-438b-9722-e4af033235a4_v1,3,1.63106576,1.898117914,2.147142857,,,,,,,,,,,,,,,,,,,,
895da372-8445-438b-9722-e4af033235a4_v2,3,1.75,1.990521542,2.2030839,,,,,,,,,,,,,,,,,,,,
89d8058c-af35-4851-90e4-44aa7dcb8690_chan0_v0,1,1.476213152,,,,,,,,,,,,,,,,,,,,,,
89d8058c-af35-4851-90e4-44aa7dcb8690_chan1_v0,1,1.552517007,,,,,,,,,,,,,,,,,,,,,,
89d8058c-af35-4851-90e4-44aa7dcb8690_mean_v0,1,1.554285714,,,,,,,,,,,,,,,,,,,,,,
89d8134d-3ca8-4ac9-8020-76dd9c33a2da_chan0_v0,3,0.637664399,1.75,2.455873016,,,,,,,,,,,,,,,,,,,,
89d8134d-3ca8-4ac9-8020-76dd9c33a2da_chan1_v0,3,1.75,2.862267574,3.575873016,,,,,,,,,,,,,,,,,,,,
89d8134d-3ca8-4ac9-8020-76dd9c33a2da_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
89d8134d-3ca8-4ac9-8020-76dd9c33a2da_chan3_v0,3,0.637687075,1.75,2.455873016,,,,,,,,,,,,,,,,,,,,
89d8134d-3ca8-4ac9-8020-76dd9c33a2da_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
89d8134d-3ca8-4ac9-8020-76dd9c33a2da_chan5_v0,3,0.63739229,1.75,2.45553288,,,,,,,,,,,,,,,,,,,,
89d8134d-3ca8-4ac9-8020-76dd9c33a2da_chan6_v0,3,1.75,2.970068027,3.676893424,,,,,,,,,,,,,,,,,,,,
89d8134d-3ca8-4ac9-8020-76dd9c33a2da_mean_v0,3,1.75,2.862358277,3.568208617,,,,,,,,,,,,,,,,,,,,
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan0_v0,1,1.749614512,,,,,,,,,,,,,,,,,,,,,,
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan2_v0,1,1.749251701,,,,,,,,,,,,,,,,,,,,,,
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8b94cbfb-1e86-4adb-a90a-1f485c39df9e_v0,3,1.66185941,3.549478458,5.469092971,,,,,,,,,,,,,,,,,,,,
8c9ff2a1-3a8c-4343-a370-ff51f92ee47b_v0,3,1.75,2.827256236,3.904104308,,,,,,,,,,,,,,,,,,,,
8caa634a-e579-46f6-83df-66bd6c9aef92_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8caa634a-e579-46f6-83df-66bd6c9aef92_v1,4,1.75,3.287210884,4.833424036,6.82031746,,,,,,,,,,,,,,,,,,,
8caa634a-e579-46f6-83df-66bd6c9aef92_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8cc6b02f-4f2a-47b7-869a-d67ad908fae5_v0,6,1.75,2.91893424,4.072947846,5.225442177,6.31324263,7.380997732,,,,,,,,,,,,,,,,,
8e797a44-9626-4a68-a143-98cc447fbca2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8e797a44-9626-4a68-a143-98cc447fbca2_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8e797a44-9626-4a68-a143-98cc447fbca2_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8e797a44-9626-4a68-a143-98cc447fbca2_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8e797a44-9626-4a68-a143-98cc447fbca2_v4,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8e797a44-9626-4a68-a143-98cc447fbca2_v5,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8eb79d18-178a-4095-9d7b-fd2bf513646e_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
8f6c0053-4723-4bd0-a048-a07e161c1b82_v0,6,1.713492063,2.065260771,2.41122449,2.76292517,3.104648526,3.443560091,,,,,,,,,,,,,,,,,
8fa1765a-14c8-4d9b-bad0-553193e00b55_v0,1,1.440249433,,,,,,,,,,,,,,,,,,,,,,
8ffbfbd4-7f3b-456b-8d21-c64c9dfd943f_chan1_v0,6,1.433106576,1.75,2.024399093,2.300294785,2.60462585,2.860294785,,,,,,,,,,,,,,,,,
8ffbfbd4-7f3b-456b-8d21-c64c9dfd943f_mean_v0,6,1.75,2.044353741,2.2738322,2.561882086,2.90106576,3.177891156,,,,,,,,,,,,,,,,,
906a6959-11b2-4a24-94c5-fce000ad00a8_chan0_v0,1,1.746825397,,,,,,,,,,,,,,,,,,,,,,
906a6959-11b2-4a24-94c5-fce000ad00a8_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
906a6959-11b2-4a24-94c5-fce000ad00a8_chan2_v0,1,1.630612245,,,,,,,,,,,,,,,,,,,,,,
906a6959-11b2-4a24-94c5-fce000ad00a8_chan3_v0,1,1.747142857,,,,,,,,,,,,,,,,,,,,,,
906a6959-11b2-4a24-94c5-fce000ad00a8_chan4_v0,1,1.7469161,,,,,,,,,,,,,,,,,,,,,,
906a6959-11b2-4a24-94c5-fce000ad00a8_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
906a6959-11b2-4a24-94c5-fce000ad00a8_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
906a6959-11b2-4a24-94c5-fce000ad00a8_mean_v0,1,1.746870748,,,,,,,,,,,,,,,,,,,,,,
907b513b-dd5e-4756-a20c-d785fb4f5dd7_v0,1,1.63521542,,,,,,,,,,,,,,,,,,,,,,
907b513b-dd5e-4756-a20c-d785fb4f5dd7_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
907b513b-dd5e-4756-a20c-d785fb4f5dd7_v2,1,1.74569161,,,,,,,,,,,,,,,,,,,,,,
907b513b-dd5e-4756-a20c-d785fb4f5dd7_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
907b513b-dd5e-4756-a20c-d785fb4f5dd7_v4,1,1.75,,,,,,,,,,,,,,,,,,,,,,
907b513b-dd5e-4756-a20c-d785fb4f5dd7_v5,1,1.75,,,,,,,,,,,,,,,,,,,,,,
90ec7115-97f8-47dc-b4c4-d4528411333f_v0,1,1.623673469,,,,,,,,,,,,,,,,,,,,,,
915c67a7-82af-476d-8fa6-e321c891e669_chan0_v0,3,1.75,1.887936508,2.126666667,,,,,,,,,,,,,,,,,,,,
915c67a7-82af-476d-8fa6-e321c891e669_chan1_v0,3,1.608911565,1.75,1.988503401,,,,,,,,,,,,,,,,,,,,
915c67a7-82af-476d-8fa6-e321c891e669_chan2_v0,3,1.75,1.891088435,2.12968254,,,,,,,,,,,,,,,,,,,,
915c67a7-82af-476d-8fa6-e321c891e669_chan3_v0,3,1.608911565,1.75,1.988594104,,,,,,,,,,,,,,,,,,,,
915c67a7-82af-476d-8fa6-e321c891e669_chan4_v0,3,1.75,1.89106576,2.132879819,,,,,,,,,,,,,,,,,,,,
915c67a7-82af-476d-8fa6-e321c891e669_chan5_v0,3,1.75,1.891088435,2.129659864,,,,,,,,,,,,,,,,,,,,
915c67a7-82af-476d-8fa6-e321c891e669_chan6_v0,3,1.75,1.891111111,2.12968254,,,,,,,,,,,,,,,,,,,,
915c67a7-82af-476d-8fa6-e321c891e669_mean_v0,3,1.75,1.891133787,2.129773243,,,,,,,,,,,,,,,,,,,,
9287270b-8ea3-4ffb-909c-5c3c91ba4196_v0,5,1.75,1.961678005,2.170793651,2.370816327,2.575895692,,,,,,,,,,,,,,,,,,
93e695d5-68d9-4ad8-b1ab-dde5b69b9e0b_v0,6,1.722471655,1.95324263,2.167641723,2.399047619,2.616190476,2.83462585,,,,,,,,,,,,,,,,,
9437417e-eb36-4ac3-9b94-e0729d3538ed_v0,6,1.75,2.101746032,2.447732426,2.79952381,3.141247166,3.480272109,,,,,,,,,,,,,,,,,
9480296f-8e6e-438e-a35d-76a2f24506df_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9480296f-8e6e-438e-a35d-76a2f24506df_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9480296f-8e6e-438e-a35d-76a2f24506df_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9480296f-8e6e-438e-a35d-76a2f24506df_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9480296f-8e6e-438e-a35d-76a2f24506df_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9480296f-8e6e-438e-a35d-76a2f24506df_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9480296f-8e6e-438e-a35d-76a2f24506df_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9480296f-8e6e-438e-a35d-76a2f24506df_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
954f92f3-f301-405f-8ab1-85adeb9df8eb_v0,1,1.329954649,,,,,,,,,,,,,,,,,,,,,,
95532319-45d9-4eee-b05d-cef146e6cfa8_v0,3,1.75,1.987687075,2.260249433,,,,,,,,,,,,,,,,,,,,
95ddb49b-cb04-4611-9d53-fdcc6227a660_v0,1,1.535804989,,,,,,,,,,,,,,,,,,,,,,
96fe54e0-b01a-499f-8d41-6a43c40dcddc_v0,3,1.75,2.346439909,2.75845805,,,,,,,,,,,,,,,,,,,,
9702cac6-fa8d-423e-8c55-c3a2cba43a80_chan0_v0,8,1.75,1.965714286,2.142358277,2.32739229,2.505124717,2.694263039,2.870839002,3.055260771,,,,,,,,,,,,,,,
9702cac6-fa8d-423e-8c55-c3a2cba43a80_chan1_v0,9,1.75,1.964761905,2.142290249,2.327346939,2.504126984,2.693356009,2.869886621,3.055260771,3.205895692,,,,,,,,,,,,,,
9702cac6-fa8d-423e-8c55-c3a2cba43a80_chan2_v0,9,1.75,1.964557823,2.142222222,2.327324263,2.504036281,2.6930839,2.869455782,3.054852608,3.205396825,,,,,,,,,,,,,,
9702cac6-fa8d-423e-8c55-c3a2cba43a80_chan3_v0,9,1.535124717,1.75,1.927437642,2.112562358,2.289365079,2.478594104,2.655011338,2.939274376,2.991247166,,,,,,,,,,,,,,
9702cac6-fa8d-423e-8c55-c3a2cba43a80_chan4_v0,13,1.75,1.849047619,1.964875283,2.063922902,2.142358277,2.241111111,2.32739229,2.426326531,2.504240363,2.602993197,2.792585034,2.968798186,3.153151927,,,,,,,,,,
9702cac6-fa8d-423e-8c55-c3a2cba43a80_chan5_v0,8,1.75,1.96569161,2.142335601,2.328367347,2.504217687,2.694263039,2.968798186,3.205464853,,,,,,,,,,,,,,,
9702cac6-fa8d-423e-8c55-c3a2cba43a80_chan6_v0,9,1.535170068,1.75,1.927528345,2.112585034,2.289342404,2.478707483,2.65521542,2.840385488,2.991156463,,,,,,,,,,,,,,
9702cac6-fa8d-423e-8c55-c3a2cba43a80_mean_v0,8,1.75,1.965714286,2.142244898,2.327369615,2.505011338,2.694240363,2.870793651,3.05521542,,,,,,,,,,,,,,,
97057495-3e44-4cd3-af10-4d38e3d570b5_v0,2,1.665034014,2.836530612,,,,,,,,,,,,,,,,,,,,,
97057495-3e44-4cd3-af10-4d38e3d570b5_v1,3,1.719206349,2.445600907,3.140589569,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan0_v1,4,1.75,3.021791383,3.767369615,4.992018141,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan1_v1,5,1.75,2.992857143,3.76739229,4.992108844,6.457210884,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan2_v1,5,1.75,2.992811791,3.76739229,4.992018141,6.457142857,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan3_v1,5,1.75,2.992675737,3.767369615,4.992018141,6.457165533,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan4_v1,4,1.75,3.767278912,4.99185941,6.457165533,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan5_v1,4,1.75,3.767369615,4.992040816,6.45723356,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_chan6_v1,4,1.75,3.767346939,4.992040816,6.457210884,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
972e5199-b99c-4f49-b006-ec7c2903f2ee_mean_v1,5,1.75,2.992630385,3.767324263,4.991995465,6.457165533,,,,,,,,,,,,,,,,,,
97d5cca5-8498-4239-978a-5911089cb25e_chan0_v0,3,0.760793651,1.75,2.810385488,,,,,,,,,,,,,,,,,,,,
97d5cca5-8498-4239-978a-5911089cb25e_mean_v0,3,0.704058957,1.75,2.812653061,,,,,,,,,,,,,,,,,,,,
97d5cca5-8498-4239-978a-5911089cb25e_mean_v1,3,0.752063492,1.75,2.734195011,,,,,,,,,,,,,,,,,,,,
982a287d-e590-4f32-bb52-293f837e30df_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
98a2ac43-5916-4499-9763-a43de5e1b4d6_v0,2,0.11569161,1.780136054,,,,,,,,,,,,,,,,,,,,,
98a2ac43-5916-4499-9763-a43de5e1b4d6_v1,6,1.75,3.609274376,4.946349206,6.55292517,7.690748299,9.911746032,,,,,,,,,,,,,,,,,
99769aad-a36a-4b20-a8f8-4cbd995f2cf8_v0,6,1.75,2.073900227,2.387188209,2.689342404,3.004807256,3.306122449,,,,,,,,,,,,,,,,,
9a547302-cafd-424d-be89-8822ec4be0b5_v0,3,1.720294785,2.763718821,3.837278912,,,,,,,,,,,,,,,,,,,,
9a7f2d4b-5bf1-46f4-bcbc-56b1c8c067c1_chan0_v0,4,0.75,0.965873016,1.15829932,1.371360544,,,,,,,,,,,,,,,,,,,
9a7f2d4b-5bf1-46f4-bcbc-56b1c8c067c1_chan1_v0,4,0.75,0.961950113,1.161882086,1.371156463,,,,,,,,,,,,,,,,,,,
9a7f2d4b-5bf1-46f4-bcbc-56b1c8c067c1_chan2_v0,5,0.75,0.960430839,1.15675737,1.369773243,1.538435374,,,,,,,,,,,,,,,,,,
9a7f2d4b-5bf1-46f4-bcbc-56b1c8c067c1_chan3_v0,4,0.75,0.961564626,1.159024943,1.374353741,,,,,,,,,,,,,,,,,,,
9a7f2d4b-5bf1-46f4-bcbc-56b1c8c067c1_chan4_v0,5,0.75,0.965419501,1.16170068,1.371156463,1.525510204,,,,,,,,,,,,,,,,,,
9a7f2d4b-5bf1-46f4-bcbc-56b1c8c067c1_chan5_v0,4,0.542222222,0.75,0.946281179,1.159319728,,,,,,,,,,,,,,,,,,,
9a7f2d4b-5bf1-46f4-bcbc-56b1c8c067c1_chan6_v0,4,0.533968254,0.745986395,0.942267574,1.155328798,,,,,,,,,,,,,,,,,,,
9a7f2d4b-5bf1-46f4-bcbc-56b1c8c067c1_mean_v0,4,0.75,0.961927438,1.158231293,1.371247166,,,,,,,,,,,,,,,,,,,
9b5c4fdb-b0ee-447d-ae1b-1d4576660a4e_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9b5c4fdb-b0ee-447d-ae1b-1d4576660a4e_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9b5c4fdb-b0ee-447d-ae1b-1d4576660a4e_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9b5c4fdb-b0ee-447d-ae1b-1d4576660a4e_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9b5c4fdb-b0ee-447d-ae1b-1d4576660a4e_v4,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9b5c4fdb-b0ee-447d-ae1b-1d4576660a4e_v5,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9cd245a4-21db-41ab-98e4-0a18f0456e71_chan0_v0,4,1.56170068,1.75,1.936190476,2.121995465,,,,,,,,,,,,,,,,,,,
9cd245a4-21db-41ab-98e4-0a18f0456e71_chan1_v0,4,1.75,1.93829932,2.12446712,2.30984127,,,,,,,,,,,,,,,,,,,
9cd245a4-21db-41ab-98e4-0a18f0456e71_chan2_v0,4,1.560839002,1.75,1.93569161,2.121111111,,,,,,,,,,,,,,,,,,,
9cd245a4-21db-41ab-98e4-0a18f0456e71_chan3_v0,4,1.56170068,1.75,1.935782313,2.121156463,,,,,,,,,,,,,,,,,,,
9cd245a4-21db-41ab-98e4-0a18f0456e71_chan4_v0,4,1.56170068,1.75,1.935351474,2.121995465,,,,,,,,,,,,,,,,,,,
9cd245a4-21db-41ab-98e4-0a18f0456e71_chan5_v0,4,1.561678005,1.75,1.935328798,2.121972789,,,,,,,,,,,,,,,,,,,
9cd245a4-21db-41ab-98e4-0a18f0456e71_chan6_v0,4,1.561678005,1.75,1.935351474,2.120680272,,,,,,,,,,,,,,,,,,,
9cd245a4-21db-41ab-98e4-0a18f0456e71_mean_v0,4,1.561723356,1.75,1.935328798,2.120702948,,,,,,,,,,,,,,,,,,,
9d01ad9a-3e6b-458c-a02d-dc30f4d83f61_chan0_v0,4,1.75,2.582675737,4.467006803,4.882018141,,,,,,,,,,,,,,,,,,,
9d01ad9a-3e6b-458c-a02d-dc30f4d83f61_chan1_v0,4,1.748820862,2.582290249,4.466893424,4.881904762,,,,,,,,,,,,,,,,,,,
9d01ad9a-3e6b-458c-a02d-dc30f4d83f61_chan2_v0,4,1.75,2.582789116,4.467029478,4.881995465,,,,,,,,,,,,,,,,,,,
9d01ad9a-3e6b-458c-a02d-dc30f4d83f61_chan3_v0,4,1.647369615,2.479886621,4.364421769,4.780430839,,,,,,,,,,,,,,,,,,,
9d01ad9a-3e6b-458c-a02d-dc30f4d83f61_chan4_v0,4,1.647437642,2.480113379,4.364557823,4.779274376,,,,,,,,,,,,,,,,,,,
9d01ad9a-3e6b-458c-a02d-dc30f4d83f61_chan5_v0,4,1.647460317,2.480272109,4.364580499,4.779297052,,,,,,,,,,,,,,,,,,,
9d01ad9a-3e6b-458c-a02d-dc30f4d83f61_chan6_v0,4,1.75,2.583446712,4.468526077,4.8830839,,,,,,,,,,,,,,,,,,,
9d01ad9a-3e6b-458c-a02d-dc30f4d83f61_mean_v0,4,1.75,2.582970522,4.46739229,4.882290249,,,,,,,,,,,,,,,,,,,
9d313a2c-cb6f-43c2-8b52-e9ddf4f951bb_v0,3,1.75,3.63755102,5.557097506,,,,,,,,,,,,,,,,,,,,
9d9de7e0-b2b6-45ea-853d-b64f094647dc_v0,3,1.741496599,3.430612245,5.232358277,,,,,,,,,,,,,,,,,,,,
9e0b526e-e70d-434b-9a54-36c2529338ea_v0,1,1.682040816,,,,,,,,,,,,,,,,,,,,,,
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
