filename,uuid,label,recording_session ,timestamp,time_offset_s,device_name,device_manufacturer,device_model,microphone,firearm,caliber,latitude,longitude,gunshot_location_in_seconds,num_gunshots
0ecc8bff-1110-42d7-9c39-06dbdd1a0075_chan3_v0,0ecc8bff-1110-42d7-9c39-06dbdd1a0075,12gauge,1,2021-11-15T12:16:44.477936-05:00,-0.060049825,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Remington 870,12 guage,28.34247681,-80.78228106,[1.75       2.41206349 3.99839002 4.42287982 5.04718821],5
0ecc8bff-1110-42d7-9c39-06dbdd1a0075_chan4_v0,0ecc8bff-1110-42d7-9c39-06dbdd1a0075,12gauge,1,2021-11-15T12:16:44.477936-05:00,-0.060049825,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Remington 870,12 guage,28.34247681,-80.78228106,[1.75       2.41165533 3.99827664 4.42251701 5.04795918],5
0ecc8bff-1110-42d7-9c39-06dbdd1a0075_chan5_v0,0ecc8bff-1110-42d7-9c39-06dbdd1a0075,12gauge,1,2021-11-15T12:16:44.477936-05:00,-0.060049825,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Remington 870,12 guage,28.34247681,-80.78228106,[1.75       2.41061224 3.9975737  4.42226757 5.04746032],5
0ecc8bff-1110-42d7-9c39-06dbdd1a0075_chan6_v0,0ecc8bff-1110-42d7-9c39-06dbdd1a0075,12gauge,1,2021-11-15T12:16:44.477936-05:00,-0.060049825,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Remington 870,12 guage,28.34247681,-80.78228106,[1.75       2.4115873  3.99746032 4.42321995 5.04816327],5
0ecc8bff-1110-42d7-9c39-06dbdd1a0075_mean_v0,0ecc8bff-1110-42d7-9c39-06dbdd1a0075,12gauge,1,2021-11-15T12:16:44.477936-05:00,-0.060049825,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Remington 870,12 guage,28.34247681,-80.78228106,[1.75       2.41154195 3.99770975 4.42235828 5.04746032],5
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan0_v0,1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a,9mm,1,2021-11-15T12:30:45.354445-05:00,-0.058452326,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.73954649],1
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan1_v0,1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a,9mm,1,2021-11-15T12:30:45.354445-05:00,-0.058452326,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.73829932],1
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan2_v0,1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a,9mm,1,2021-11-15T12:30:45.354445-05:00,-0.058452326,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.73895692],1
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan3_v0,1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a,9mm,1,2021-11-15T12:30:45.354445-05:00,-0.058452326,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.73888889],1
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan4_v0,1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a,9mm,1,2021-11-15T12:30:45.354445-05:00,-0.058452326,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.73963719],1
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan5_v0,1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a,9mm,1,2021-11-15T12:30:45.354445-05:00,-0.058452326,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.73993197],1
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan6_v0,1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a,9mm,1,2021-11-15T12:30:45.354445-05:00,-0.058452326,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.73829932],1
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_mean_v0,1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a,9mm,1,2021-11-15T12:30:45.354445-05:00,-0.058452326,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.73995465],1
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan0_v0,8af2c7a4-73b8-4149-805d-e8632e0c9e3c,9mm,1,2021-11-15T12:30:54.315089-05:00,-0.058311911,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.74961451],1
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan1_v0,8af2c7a4-73b8-4149-805d-e8632e0c9e3c,9mm,1,2021-11-15T12:30:54.315089-05:00,-0.058311911,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan2_v0,8af2c7a4-73b8-4149-805d-e8632e0c9e3c,9mm,1,2021-11-15T12:30:54.315089-05:00,-0.058311911,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.7492517],1
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan3_v0,8af2c7a4-73b8-4149-805d-e8632e0c9e3c,9mm,1,2021-11-15T12:30:54.315089-05:00,-0.058311911,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan4_v0,8af2c7a4-73b8-4149-805d-e8632e0c9e3c,9mm,1,2021-11-15T12:30:54.315089-05:00,-0.058311911,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan5_v0,8af2c7a4-73b8-4149-805d-e8632e0c9e3c,9mm,1,2021-11-15T12:30:54.315089-05:00,-0.058311911,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_chan6_v0,8af2c7a4-73b8-4149-805d-e8632e0c9e3c,9mm,1,2021-11-15T12:30:54.315089-05:00,-0.058311911,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
8af2c7a4-73b8-4149-805d-e8632e0c9e3c_mean_v0,8af2c7a4-73b8-4149-805d-e8632e0c9e3c,9mm,1,2021-11-15T12:30:54.315089-05:00,-0.058311911,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan0_v0,ed8d991f-9e68-4630-9f2f-4442fdb0be6f,9mm,1,2021-11-15T12:31:16.197162-05:00,-0.058090129,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan1_v0,ed8d991f-9e68-4630-9f2f-4442fdb0be6f,9mm,1,2021-11-15T12:31:16.197162-05:00,-0.058090129,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan2_v0,ed8d991f-9e68-4630-9f2f-4442fdb0be6f,9mm,1,2021-11-15T12:31:16.197162-05:00,-0.058090129,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan3_v0,ed8d991f-9e68-4630-9f2f-4442fdb0be6f,9mm,1,2021-11-15T12:31:16.197162-05:00,-0.058090129,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan4_v0,ed8d991f-9e68-4630-9f2f-4442fdb0be6f,9mm,1,2021-11-15T12:31:16.197162-05:00,-0.058090129,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan5_v0,ed8d991f-9e68-4630-9f2f-4442fdb0be6f,9mm,1,2021-11-15T12:31:16.197162-05:00,-0.058090129,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan6_v0,ed8d991f-9e68-4630-9f2f-4442fdb0be6f,9mm,1,2021-11-15T12:31:16.197162-05:00,-0.058090129,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
ed8d991f-9e68-4630-9f2f-4442fdb0be6f_mean_v0,ed8d991f-9e68-4630-9f2f-4442fdb0be6f,9mm,1,2021-11-15T12:31:16.197162-05:00,-0.058090129,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,[1.75],1
d5b6bac9-c996-4955-a13d-9cb19e5b372a_chan0_v0,d5b6bac9-c996-4955-a13d-9cb19e5b372a,9mm,1,2021-11-15T12:31:39.780241-05:00,-0.058017565,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,"[0.33789116 1.86648526 3.62385488 5.09276644 5.83226757 6.81979592
 7.55018141 8.70591837]",8
d5b6bac9-c996-4955-a13d-9cb19e5b372a_chan1_v0,d5b6bac9-c996-4955-a13d-9cb19e5b372a,9mm,1,2021-11-15T12:31:39.780241-05:00,-0.058017565,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,"[0.33662132 1.86582766 3.58460317 5.09165533 5.8314966  6.81988662
 7.54943311 8.70598639]",8
d5b6bac9-c996-4955-a13d-9cb19e5b372a_chan2_v0,d5b6bac9-c996-4955-a13d-9cb19e5b372a,9mm,1,2021-11-15T12:31:39.780241-05:00,-0.058017565,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,"[0.33786848 1.86648526 3.62385488 5.09278912 5.83219955 6.81981859
 7.55015873 8.70594104]",8
d5b6bac9-c996-4955-a13d-9cb19e5b372a_chan3_v0,d5b6bac9-c996-4955-a13d-9cb19e5b372a,9mm,1,2021-11-15T12:31:39.780241-05:00,-0.058017565,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,"[0.3369161  1.86646259 3.62378685 5.09176871 5.83210884 6.81972789
 7.54975057 8.70585034]",8
d5b6bac9-c996-4955-a13d-9cb19e5b372a_chan4_v0,d5b6bac9-c996-4955-a13d-9cb19e5b372a,9mm,1,2021-11-15T12:31:39.780241-05:00,-0.058017565,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,"[0.33727891 1.86643991 3.62378685 5.09267574 5.83210884 6.82054422
 7.54975057 8.70587302]",8
d5b6bac9-c996-4955-a13d-9cb19e5b372a_chan5_v0,d5b6bac9-c996-4955-a13d-9cb19e5b372a,9mm,1,2021-11-15T12:31:39.780241-05:00,-0.058017565,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,"[0.33723356 1.86575964 3.6238322  5.09244898 5.8322449  6.81979592
 7.55015873 8.70594104]",8
d5b6bac9-c996-4955-a13d-9cb19e5b372a_chan6_v0,d5b6bac9-c996-4955-a13d-9cb19e5b372a,9mm,1,2021-11-15T12:31:39.780241-05:00,-0.058017565,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,"[0.33659864 1.86580499 3.6239229  5.09165533 5.83147392 6.81988662
 7.54941043 8.70598639]",8
d5b6bac9-c996-4955-a13d-9cb19e5b372a_mean_v0,d5b6bac9-c996-4955-a13d-9cb19e5b372a,9mm,1,2021-11-15T12:31:39.780241-05:00,-0.058017565,P20,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34247681,-80.78228106,"[0.33791383 1.86650794 3.62385488 5.09274376 5.8322449  6.81981859
 7.55011338 8.70596372]",8
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan0_v0,9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70,9mm,1,2021-11-15T11:45:51.122458-05:00,0.16477131,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan1_v0,9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70,9mm,1,2021-11-15T11:45:51.122458-05:00,0.16477131,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan2_v0,9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70,9mm,1,2021-11-15T11:45:51.122458-05:00,0.16477131,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan3_v0,9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70,9mm,1,2021-11-15T11:45:51.122458-05:00,0.16477131,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan4_v0,9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70,9mm,1,2021-11-15T11:45:51.122458-05:00,0.16477131,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan5_v0,9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70,9mm,1,2021-11-15T11:45:51.122458-05:00,0.16477131,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_chan6_v0,9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70,9mm,1,2021-11-15T11:45:51.122458-05:00,0.16477131,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70_mean_v0,9ebba20a-9b86-462a-8ac8-4cdbf2fd4a70,9mm,1,2021-11-15T11:45:51.122458-05:00,0.16477131,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5f196719-60e8-4771-b3a1-62d26c577473_chan0_v0,5f196719-60e8-4771-b3a1-62d26c577473,9mm,1,2021-11-15T11:47:16.811755-05:00,0.166135891,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5f196719-60e8-4771-b3a1-62d26c577473_chan1_v0,5f196719-60e8-4771-b3a1-62d26c577473,9mm,1,2021-11-15T11:47:16.811755-05:00,0.166135891,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5f196719-60e8-4771-b3a1-62d26c577473_chan2_v0,5f196719-60e8-4771-b3a1-62d26c577473,9mm,1,2021-11-15T11:47:16.811755-05:00,0.166135891,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5f196719-60e8-4771-b3a1-62d26c577473_chan3_v0,5f196719-60e8-4771-b3a1-62d26c577473,9mm,1,2021-11-15T11:47:16.811755-05:00,0.166135891,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5f196719-60e8-4771-b3a1-62d26c577473_chan4_v0,5f196719-60e8-4771-b3a1-62d26c577473,9mm,1,2021-11-15T11:47:16.811755-05:00,0.166135891,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5f196719-60e8-4771-b3a1-62d26c577473_chan5_v0,5f196719-60e8-4771-b3a1-62d26c577473,9mm,1,2021-11-15T11:47:16.811755-05:00,0.166135891,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5f196719-60e8-4771-b3a1-62d26c577473_chan6_v0,5f196719-60e8-4771-b3a1-62d26c577473,9mm,1,2021-11-15T11:47:16.811755-05:00,0.166135891,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5f196719-60e8-4771-b3a1-62d26c577473_mean_v0,5f196719-60e8-4771-b3a1-62d26c577473,9mm,1,2021-11-15T11:47:16.811755-05:00,0.166135891,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
4a7d254f-44ac-4f83-b931-c1d683486577_chan0_v0,4a7d254f-44ac-4f83-b931-c1d683486577,9mm,1,2021-11-15T11:49:58.052693-05:00,0.168981292,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       2.55181406 3.58965986],3
4a7d254f-44ac-4f83-b931-c1d683486577_chan1_v0,4a7d254f-44ac-4f83-b931-c1d683486577,9mm,1,2021-11-15T11:49:58.052693-05:00,0.168981292,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       2.55176871 3.58977324],3
4a7d254f-44ac-4f83-b931-c1d683486577_chan2_v0,4a7d254f-44ac-4f83-b931-c1d683486577,9mm,1,2021-11-15T11:49:58.052693-05:00,0.168981292,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       2.55181406 3.58968254],3
4a7d254f-44ac-4f83-b931-c1d683486577_chan3_v0,4a7d254f-44ac-4f83-b931-c1d683486577,9mm,1,2021-11-15T11:49:58.052693-05:00,0.168981292,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       2.55183673 3.58963719],3
4a7d254f-44ac-4f83-b931-c1d683486577_chan4_v0,4a7d254f-44ac-4f83-b931-c1d683486577,9mm,1,2021-11-15T11:49:58.052693-05:00,0.168981292,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       2.55181406 3.58963719],3
4a7d254f-44ac-4f83-b931-c1d683486577_chan5_v0,4a7d254f-44ac-4f83-b931-c1d683486577,9mm,1,2021-11-15T11:49:58.052693-05:00,0.168981292,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       2.55181406 3.58961451],3
4a7d254f-44ac-4f83-b931-c1d683486577_chan6_v0,4a7d254f-44ac-4f83-b931-c1d683486577,9mm,1,2021-11-15T11:49:58.052693-05:00,0.168981292,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       2.55181406 3.58972789],3
4a7d254f-44ac-4f83-b931-c1d683486577_mean_v0,4a7d254f-44ac-4f83-b931-c1d683486577,9mm,1,2021-11-15T11:49:58.052693-05:00,0.168981292,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       2.55176871 3.58965986],3
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan0_v0,13bfab79-9198-4558-a1bf-4f8aedd4d6f9,9mm,1,2021-11-15T11:51:30.934007-05:00,0.170239178,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan1_v0,13bfab79-9198-4558-a1bf-4f8aedd4d6f9,9mm,1,2021-11-15T11:51:30.934007-05:00,0.170239178,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan2_v0,13bfab79-9198-4558-a1bf-4f8aedd4d6f9,9mm,1,2021-11-15T11:51:30.934007-05:00,0.170239178,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan3_v0,13bfab79-9198-4558-a1bf-4f8aedd4d6f9,9mm,1,2021-11-15T11:51:30.934007-05:00,0.170239178,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan4_v0,13bfab79-9198-4558-a1bf-4f8aedd4d6f9,9mm,1,2021-11-15T11:51:30.934007-05:00,0.170239178,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan5_v0,13bfab79-9198-4558-a1bf-4f8aedd4d6f9,9mm,1,2021-11-15T11:51:30.934007-05:00,0.170239178,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan6_v0,13bfab79-9198-4558-a1bf-4f8aedd4d6f9,9mm,1,2021-11-15T11:51:30.934007-05:00,0.170239178,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_mean_v0,13bfab79-9198-4558-a1bf-4f8aedd4d6f9,9mm,1,2021-11-15T11:51:30.934007-05:00,0.170239178,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75],1
5bc4497c-5bcd-4114-9879-e16d05b30027_chan0_v0,5bc4497c-5bcd-4114-9879-e16d05b30027,9mm,1,2021-11-15T11:54:31.712033-05:00,0.173958588,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       1.97782313 2.16612245 2.35142857 2.53696145],5
5bc4497c-5bcd-4114-9879-e16d05b30027_chan1_v0,5bc4497c-5bcd-4114-9879-e16d05b30027,9mm,1,2021-11-15T11:54:31.712033-05:00,0.173958588,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       1.9778458  2.16614512 2.35145125 2.53693878],5
5bc4497c-5bcd-4114-9879-e16d05b30027_chan2_v0,5bc4497c-5bcd-4114-9879-e16d05b30027,9mm,1,2021-11-15T11:54:31.712033-05:00,0.173958588,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       1.97782313 2.16609977 2.3514059  2.53693878],5
5bc4497c-5bcd-4114-9879-e16d05b30027_chan3_v0,5bc4497c-5bcd-4114-9879-e16d05b30027,9mm,1,2021-11-15T11:54:31.712033-05:00,0.173958588,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       1.97791383 2.16623583 2.3514966  2.53696145],5
5bc4497c-5bcd-4114-9879-e16d05b30027_chan4_v0,5bc4497c-5bcd-4114-9879-e16d05b30027,9mm,1,2021-11-15T11:54:31.712033-05:00,0.173958588,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       1.97786848 2.1661678  2.3514966  2.53705215],5
5bc4497c-5bcd-4114-9879-e16d05b30027_chan5_v0,5bc4497c-5bcd-4114-9879-e16d05b30027,9mm,1,2021-11-15T11:54:31.712033-05:00,0.173958588,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       1.97782313 2.1661678  2.35142857 2.53696145],5
5bc4497c-5bcd-4114-9879-e16d05b30027_chan6_v0,5bc4497c-5bcd-4114-9879-e16d05b30027,9mm,1,2021-11-15T11:54:31.712033-05:00,0.173958588,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       1.97782313 2.16614512 2.35145125 2.53696145],5
5bc4497c-5bcd-4114-9879-e16d05b30027_mean_v0,5bc4497c-5bcd-4114-9879-e16d05b30027,9mm,1,2021-11-15T11:54:31.712033-05:00,0.173958588,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34141824,-80.78111133,[1.75       1.9778458  2.16614512 2.3514966  2.53696145],5
d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan0_v0,d735d982-c6bb-4a60-9cc7-5c2f6d06da93,38cal,1,2021-11-15T11:58:00.751191-05:00,0.177574683,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Smith & Wesson,.38 cal,28.34141824,-80.78111133,[1.75],1
d735d982-c6bb-4a60-9cc7-5c2f6d06da93_chan1_v0,d735d982-c6bb-4a60-9cc7-5c2f6d06da93,38cal,1,2021-11-15T11:58:00.751191-05:00,0.177574683,P21,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Smith & Wesson,.38 cal,28.34141824,-80.78111133,[1.75],1
